site,hotel_id,customer_id,package_id,package_revision_id,nights,revision_number,booked_at,arrival_on,pax,pax_adult,revenue_dkk,discount_code_id
se,2773,166148,36246,38234,2,1,2021.08.02 9:12,2021.08.22,2,2,1817,905
da,2673,312235,37984,37984,2,1,2021.08.02 9:13,2021.08.14,2,2,2956,902
da,4728,263543,34982,38334,5,3,2021.08.02 9:13,2021.08.26,4,2,2534,0
se,6948,166148,36569,38152,2,1,2021.08.02 9:14,2021.08.24,2,2,3608,905
da,843,312236,36140,36140,3,1,2021.08.02 9:14,2021.08.08,2,2,1497,1099
se,1070,166148,37747,38188,2,1,2021.08.02 9:14,2021.08.28,2,2,4536,905
da,1474,312237,38369,38397,3,1,2021.08.02 9:16,2021.08.20,4,4,1975,319
se,6828,135092,35626,35885,2,1,2021.08.02 9:17,2021.08.08,2,2,3484,0
da,499,273622,37845,37845,2,1,2021.08.02 9:18,2021.08.28,2,2,1170,1100
se,6828,312239,35626,35885,2,1,2021.08.02 9:19,2021.08.08,2,2,2810,1086
da,1072,51885,36704,38426,2,1,2021.08.02 9:20,2021.08.12,2,2,1895,0
no,7763,216554,35868,35868,2,1,2021.08.02 9:23,2021.08.05,1,1,4254,770
da,1031,305428,36173,38099,3,3,2021.08.02 9:25,2021.09.07,2,2,2369,1099
da,1474,312241,38369,38397,2,1,2021.08.02 9:28,2021.08.11,2,2,2951,561
se,2401,312242,37536,38226,2,1,2021.08.02 9:31,2021.08.05,2,2,3443,385
de,536,244416,35612,35612,2,1,2021.08.02 9:31,2021.11.05,12,8,2898,0
da,646,82976,37389,37969,2,1,2021.08.02 9:33,2021.09.08,8,8,1667,902
da,1026,27678,36754,36754,4,1,2021.08.02 9:33,2021.08.03,3,3,1760,0
da,2673,140075,37975,37976,2,1,2021.08.02 9:35,2021.08.02,2,2,3909,0
da,958,312243,35831,38366,3,1,2021.08.02 9:35,2021.08.05,4,4,2251,561
se,1394,187618,38463,38464,2,1,2021.08.02 9:35,2021.08.05,2,2,1674,1113
se,1394,76761,38463,38464,2,1,2021.08.02 9:37,2021.08.05,2,2,1613,0
se,1571,197164,36250,38208,3,1,2021.08.02 9:39,2021.08.26,2,2,4747,385
se,3322,312240,36179,38248,2,2,2021.08.02 9:41,2021.08.26,2,2,4222,1086
da,595,13858,36137,37804,2,1,2021.08.02 9:44,2021.08.05,2,2,4070,672
da,648,293897,37391,38414,2,1,2021.08.02 9:45,2021.08.05,2,2,3927,561
da,651,100836,38026,38026,3,1,2021.08.02 9:48,2021.08.09,5,5,2866,903
da,1474,312245,38369,38397,2,1,2021.08.02 9:50,2021.08.07,2,2,2871,1029
se,1394,276955,36816,36816,2,1,2021.08.02 9:51,2021.08.17,2,2,1840,1113
da,1374,312246,37641,37767,3,1,2021.08.02 9:51,2021.08.16,2,2,952,1099
da,4680,33431,36853,38126,2,1,2021.08.02 9:52,2021.08.08,2,2,3478,901
da,8285,120630,37599,37599,2,2,2021.08.02 9:52,2021.08.13,4,4,1712,319
da,645,312248,37390,37390,2,1,2021.08.02 9:54,2021.08.12,3,2,4134,0
da,6007,311848,36182,38340,6,3,2021.08.02 9:54,2021.08.28,3,2,4175,561
no,3052,310096,36422,36422,2,1,2021.08.02 9:56,2021.08.25,2,2,2036,0
da,3108,312249,37148,37148,4,1,2021.08.02 9:56,2021.08.19,4,4,849,1099
da,884,280483,35385,38134,3,1,2021.08.02 9:57,2021.08.15,2,2,757,761
da,391,24160,35577,35577,4,1,2021.08.02 10:02,2021.08.19,2,2,3064,519
se,3415,312250,38437,38437,2,1,2021.08.02 10:03,2021.08.22,2,2,4942,1114
da,648,223273,37391,38414,2,1,2021.08.02 10:03,2021.08.20,2,2,3543,903
da,3895,305737,34054,34054,2,3,2021.08.02 10:03,2021.08.05,2,2,4903,519
de,509,275891,35830,38328,5,1,2021.08.02 10:04,2021.08.20,5,4,1274,0
se,1394,283831,38463,38464,2,1,2021.08.02 10:05,2021.08.12,2,2,2583,1086
da,3804,57733,36813,37296,2,1,2021.08.02 10:05,2021.08.27,2,2,723,902
se,6761,270283,38439,38469,2,1,2021.08.02 10:07,2021.08.20,4,4,2391,625
da,3148,301962,35895,35895,2,1,2021.08.02 10:08,2021.09.20,9,9,686,0
da,301,6910,36117,38434,2,1,2021.08.02 10:11,2021.08.27,2,2,3718,903
se,4893,312252,38435,38435,3,1,2021.08.02 10:11,2021.08.10,3,2,3247,1351
da,1388,1407,36278,36278,5,1,2021.08.02 10:12,2021.08.10,2,2,2435,519
se,870,312253,36261,36261,3,1,2021.08.02 10:12,2021.08.16,2,2,537,0
se,8006,195530,38467,38467,3,1,2021.08.02 10:13,2021.08.26,2,2,2637,904
da,648,312254,37391,38414,2,1,2021.08.02 10:13,2021.08.26,2,2,3671,1029
de,1930,290776,35151,35151,3,1,2021.08.02 10:17,2021.11.07,2,2,1142,1034
se,6828,312255,35626,35885,2,1,2021.08.02 10:18,2021.08.06,2,2,3271,1086
se,7424,296951,36734,38352,3,1,2021.08.02 10:19,2021.08.08,2,2,875,0
de,7856,312256,37496,37496,2,1,2021.08.02 10:19,2021.08.15,2,2,4015,1259
de,4124,241400,37063,37063,2,1,2021.08.02 10:22,2021.08.30,2,2,2267,911
de,509,266669,37983,37983,3,1,2021.08.02 10:24,2021.08.09,2,2,2678,815
da,5437,35886,38349,38354,2,1,2021.08.02 10:24,2021.08.08,2,2,4918,145
da,5437,35886,38349,38354,2,1,2021.08.02 10:25,2021.08.10,2,2,4879,145
da,830,308280,35903,36832,2,2,2021.08.02 10:26,2021.08.16,2,2,750,902
se,870,281911,36261,36261,3,1,2021.08.02 10:26,2021.08.16,2,2,2898,625
se,6958,312258,35341,38148,2,1,2021.08.02 10:27,2021.08.03,2,2,2186,0
de,3508,312260,35900,35900,2,1,2021.08.02 10:30,2021.08.08,2,2,1413,0
da,5588,273408,36695,37932,2,1,2021.08.02 10:31,2021.08.07,2,2,3422,145
da,647,202388,37388,37388,2,2,2021.08.02 10:31,2021.08.12,2,2,4069,319
da,1191,273408,38353,38362,2,1,2021.08.02 10:31,2021.08.09,2,2,4699,145
da,1474,202388,38369,38397,3,1,2021.08.02 10:33,2021.08.16,2,2,2171,319
da,4893,312261,35783,38422,3,1,2021.08.02 10:35,2021.08.22,4,4,1129,519
se,5717,312262,36899,36899,2,1,2021.08.02 10:38,2021.08.08,4,4,1675,1086
da,646,301439,37389,37969,2,1,2021.08.02 10:38,2021.08.14,2,2,1925,145
se,996,312263,36625,36625,3,1,2021.08.02 10:39,2021.08.11,4,4,2418,0
da,1377,187516,36205,37300,2,1,2021.08.02 10:41,2021.08.06,2,2,4498,0
da,1374,312264,37641,37767,2,1,2021.08.02 10:41,2021.09.12,4,4,3379,0
da,1222,94853,33874,35927,2,2,2021.08.02 10:43,2021.08.06,4,4,2020,519
no,4662,236728,36019,36019,3,1,2021.08.02 10:46,2021.08.19,4,4,2081,1185
da,1200,312265,37632,38093,2,1,2021.08.02 10:48,2021.08.04,2,2,4105,0
da,2681,37467,36245,36245,2,1,2021.08.02 10:49,2021.08.28,2,2,4598,319
se,4248,264972,35514,35514,3,1,2021.08.02 10:50,2021.09.07,2,2,996,905
da,537,166976,36682,38336,2,1,2021.08.02 10:50,2021.08.27,2,2,4550,1029
se,610,210662,38046,38170,3,1,2021.08.02 10:51,2021.08.09,2,2,4383,891
se,4307,291477,37889,38252,2,1,2021.08.02 10:51,2021.08.09,2,2,3040,0
da,4086,68705,35330,35330,2,2,2021.08.02 10:52,2021.08.10,7,7,1702,1029
da,1474,312267,38369,38397,2,1,2021.08.02 10:55,2021.08.03,2,2,1486,1313
da,1031,233252,36173,38099,2,1,2021.08.02 10:55,2021.08.16,2,2,4093,903
se,846,310827,38466,38472,2,1,2021.08.02 10:56,2021.08.10,8,8,2459,0
da,301,35502,36117,38434,2,1,2021.08.02 10:59,2021.08.09,2,2,1439,903
da,1688,312268,36309,36309,2,1,2021.08.02 11:02,2021.09.27,2,2,2507,1245
da,3824,166976,37364,37364,2,1,2021.08.02 11:02,2021.08.29,2,2,2927,1029
se,3636,312269,38465,38465,2,1,2021.08.02 11:04,2021.08.21,2,2,4186,625
de,5790,312270,37887,37887,2,1,2021.08.02 11:07,2021.08.09,3,2,756,1034
da,2673,312174,37984,37984,2,1,2021.08.02 11:07,2021.10.07,2,2,1329,0
de,3508,287659,35900,35900,2,1,2021.08.02 11:07,2021.08.08,6,4,934,626
de,1099,312271,36091,37441,2,1,2021.08.02 11:08,2021.08.15,2,2,3691,1328
no,2921,262432,36151,36151,2,2,2021.08.02 11:08,2021.08.01,2,2,2359,1031
da,428,312272,38398,38402,2,1,2021.08.02 11:08,2021.08.05,2,2,3041,1313
de,1099,224572,36091,37441,2,1,2021.08.02 11:10,2021.08.28,2,2,2817,911
da,1388,312273,36278,36278,2,1,2021.08.02 11:16,2021.08.04,2,2,2609,903
da,311,286549,36115,36115,2,2,2021.08.02 11:16,2021.08.07,2,2,741,561
da,915,312274,36155,36155,2,1,2021.08.02 11:16,2021.08.13,2,2,2791,519
da,3762,42238,33954,37330,2,1,2021.08.02 11:21,2021.08.18,2,2,2789,903
se,6950,265382,36621,38150,3,1,2021.08.02 11:22,2021.08.16,2,2,4955,0
da,2334,9514,36596,36596,2,1,2021.08.02 11:27,2021.08.11,4,4,2343,0
se,3636,312275,38465,38465,2,1,2021.08.02 11:28,2021.08.19,4,4,4486,891
se,5807,196212,35171,35281,2,1,2021.08.02 11:29,2021.08.11,2,2,3336,720
se,6587,7376,37380,37380,3,1,2021.08.02 11:31,2021.08.16,2,2,2125,1113
se,4759,312276,37537,38225,2,1,2021.08.02 11:31,2021.08.29,2,2,3437,0
se,3346,312277,36708,36708,2,1,2021.08.02 11:31,2021.08.09,4,2,4813,0
da,301,3394,36117,38434,1,1,2021.08.02 11:31,2021.08.10,2,2,1507,903
no,3052,312278,36422,36422,2,1,2021.08.02 11:32,2021.08.04,2,2,4665,1030
da,1505,312090,36282,37780,2,2,2021.08.02 11:33,2021.08.02,2,2,4793,1029
da,1200,310834,37632,38093,2,2,2021.08.02 11:33,2021.08.17,2,2,4642,519
de,3116,228574,38104,38104,3,1,2021.08.02 11:33,2021.08.27,2,2,4119,911
no,301,309747,36117,38434,2,2,2021.08.02 11:35,2021.08.23,4,4,701,0
se,2905,173897,37443,38237,2,1,2021.08.02 11:36,2021.08.06,2,2,3154,906
da,1456,312281,36527,37298,2,1,2021.08.02 11:38,2021.08.14,2,2,556,0
se,3279,312282,37023,38244,2,1,2021.08.02 11:39,2021.08.11,2,2,2255,0
da,1413,165036,36812,38477,4,3,2021.08.02 11:40,2021.08.10,3,2,3964,0
se,2773,280722,36249,38235,2,1,2021.08.02 11:40,2021.08.18,2,2,2907,905
da,5870,312283,37192,38445,4,1,2021.08.02 11:40,2021.09.22,2,2,4261,519
da,1688,232075,36309,36309,2,1,2021.08.02 11:40,2021.08.26,2,2,3937,1029
da,648,312280,37391,38414,2,1,2021.08.02 11:42,2021.08.12,3,2,4936,519
da,1683,312281,30479,37290,2,1,2021.08.02 11:42,2021.08.12,2,2,3706,0
da,4653,311943,35747,35747,6,2,2021.08.02 11:42,2021.08.01,2,2,1123,561
no,2617,310404,36613,36613,3,2,2021.08.02 11:43,2021.08.07,4,4,4668,1030
da,5534,312284,35665,35665,3,1,2021.08.02 11:43,2021.08.08,2,2,1912,519
se,1070,312285,37747,38188,2,1,2021.08.02 11:44,2021.08.14,2,2,829,0
da,648,71478,37391,38414,2,1,2021.08.02 11:44,2021.08.09,2,2,1142,561
da,2995,2994,35558,37354,2,1,2021.08.02 11:48,2021.08.08,2,2,3626,901
da,645,93413,37390,37390,2,1,2021.08.02 11:48,2021.08.19,2,2,1247,1099
da,2665,294658,36106,36106,3,1,2021.08.02 11:50,2021.10.11,2,2,3896,0
da,3390,142626,37058,37058,2,1,2021.08.02 11:50,2021.08.07,2,2,2836,0
da,1371,254603,36482,36482,2,1,2021.08.02 11:51,2021.08.13,2,2,1486,0
de,8322,312288,38105,38105,6,1,2021.08.02 11:55,2021.08.22,3,3,4617,436
da,1413,312055,36812,38477,3,2,2021.08.02 11:56,2021.08.07,2,2,711,672
da,830,216867,35903,36832,2,1,2021.08.02 11:56,2021.08.22,4,4,2896,561
da,301,132927,36117,38434,3,1,2021.08.02 11:57,2021.08.26,2,2,2004,319
da,3514,312289,34091,34091,2,1,2021.08.02 12:00,2021.10.01,11,11,3597,0
da,3512,243590,37547,37927,2,4,2021.08.02 12:01,2021.08.27,3,2,814,672
da,2673,312290,37975,37976,2,1,2021.08.02 12:01,2021.08.02,2,2,943,519
de,1171,312291,35914,35914,3,1,2021.08.02 12:02,2021.08.04,2,2,550,1033
se,6514,146577,38323,38323,3,1,2021.08.02 12:04,2021.08.29,4,4,1302,1086
se,7549,312292,37021,37021,2,1,2021.08.02 12:04,2021.08.02,2,2,1155,1037
se,7936,134504,37174,37202,2,1,2021.08.02 12:05,2021.08.08,2,2,1792,904
da,5215,312293,37945,37945,3,1,2021.08.02 12:06,2021.10.07,4,4,4771,902
da,3512,243590,37549,37930,2,3,2021.08.02 12:06,2021.08.27,4,4,3737,672
se,3950,157382,38043,38262,3,1,2021.08.02 12:10,2021.09.01,2,2,4120,1086
da,1388,247383,36278,36278,2,2,2021.08.02 12:14,2021.09.13,5,4,616,902
da,1505,247383,36282,37780,2,3,2021.08.02 12:15,2021.09.15,5,4,4963,902
da,355,189144,37102,37102,2,1,2021.08.02 12:16,2021.08.25,4,4,2129,561
se,6554,134504,35628,35628,2,1,2021.08.02 12:17,2021.08.06,2,2,3124,904
da,537,299328,36682,38336,2,1,2021.08.02 12:19,2021.08.19,1,1,1551,903
da,6088,205181,36698,36698,3,1,2021.08.02 12:20,2021.08.07,2,2,3791,0
da,537,299328,36682,38336,2,1,2021.08.02 12:23,2021.09.16,1,1,908,903
se,4759,204924,37537,38225,2,1,2021.08.02 12:23,2021.08.10,2,2,2286,906
se,1377,304530,36205,37300,2,1,2021.08.02 12:23,2021.08.05,2,2,615,625
de,3485,312297,37516,37516,2,1,2021.08.02 12:24,2021.08.09,4,4,3557,1281
no,2921,308937,36151,36151,3,5,2021.08.02 12:27,2021.08.01,2,2,4763,1030
se,2758,232840,36869,36869,3,1,2021.08.02 12:28,2021.08.10,2,2,4018,1037
da,1191,312299,38353,38362,3,1,2021.08.02 12:29,2021.08.11,2,2,4764,1029
se,2125,300365,36678,37032,2,1,2021.08.02 12:29,2021.08.08,2,2,4687,904
da,6895,234487,37025,37025,2,2,2021.08.02 12:32,2021.08.18,2,2,4563,519
da,7270,312301,36932,37671,2,1,2021.08.02 12:33,2021.09.14,2,2,3553,1103
da,6729,137371,37555,38128,3,1,2021.08.02 12:35,2021.08.01,2,2,1486,672
se,4893,312302,35783,38422,3,1,2021.08.02 12:35,2021.08.19,2,2,1946,1086
se,4560,312034,37902,37909,2,1,2021.08.02 12:39,2021.08.19,2,2,4328,0
da,1215,195122,36307,36307,2,1,2021.08.02 12:39,2021.08.02,2,2,1342,519
da,689,310848,37949,37949,3,3,2021.08.02 12:41,2021.08.04,2,2,2076,561
da,1413,311498,36812,38477,3,2,2021.08.02 12:46,2021.08.21,4,4,2737,672
da,893,312305,36172,38080,2,1,2021.08.02 12:46,2021.08.19,2,2,2547,561
da,2463,187791,36458,37717,3,1,2021.08.02 12:47,2021.08.12,2,2,3671,1313
de,6864,311289,36858,36858,2,3,2021.08.02 12:47,2021.08.16,3,2,3605,1132
da,3873,166198,36861,36861,2,1,2021.08.02 12:48,2021.08.20,2,2,2522,561
da,7511,312306,34287,37304,2,1,2021.08.02 12:48,2021.08.20,5,4,4951,672
se,1571,259682,36250,38208,2,1,2021.08.02 12:49,2021.08.26,2,2,1228,720
se,6587,259682,37380,37380,2,1,2021.08.02 12:49,2021.08.28,2,2,1553,720
da,7516,312307,35263,37987,3,1,2021.08.02 12:50,2021.08.20,2,2,1226,0
se,6828,312308,35626,35885,2,1,2021.08.02 12:50,2021.08.13,2,2,2882,1086
da,505,24068,36029,36609,2,1,2021.08.02 12:51,2021.08.06,2,2,2511,672
se,1456,312309,36527,37298,2,1,2021.08.02 12:54,2021.08.08,2,2,1792,906
se,3341,312310,35825,35825,2,1,2021.08.02 12:57,2021.09.30,4,4,1262,625
se,2127,308723,35958,38222,2,1,2021.08.02 13:00,2021.08.24,2,2,1599,1086
no,1952,312311,37905,38077,3,1,2021.08.02 13:00,2021.08.06,2,2,4912,498
da,3917,310786,37078,38267,2,2,2021.08.02 13:04,2021.08.26,4,2,2052,519
de,2813,312312,36426,36426,3,1,2021.08.02 13:08,2021.08.19,2,2,3415,1132
se,2681,312313,36245,36245,2,1,2021.08.02 13:08,2021.08.24,2,2,1653,0
se,4759,312232,37537,38225,2,2,2021.08.02 13:09,2021.08.15,2,2,4720,906
da,595,312315,36137,37804,2,1,2021.08.02 13:14,2021.08.06,3,2,1676,519
de,6420,312316,35141,35141,2,1,2021.08.02 13:14,2021.08.23,1,1,2419,0
se,7549,254475,37021,37021,2,1,2021.08.02 13:16,2021.08.05,2,2,1856,906
se,6828,312318,35626,35885,2,1,2021.08.02 13:16,2021.08.03,2,2,2491,0
da,647,186613,37388,37388,2,1,2021.08.02 13:16,2021.08.21,5,5,3912,519
da,2655,269125,36856,36856,2,2,2021.08.02 13:16,2021.08.09,2,2,1004,519
da,3615,269125,33875,38033,2,2,2021.08.02 13:17,2021.08.11,2,2,1293,0
da,647,186613,37388,37388,2,1,2021.08.02 13:20,2021.08.23,5,5,2022,519
da,5437,181183,38349,38354,2,1,2021.08.02 13:20,2021.08.23,3,3,4277,0
da,1374,312319,37641,37767,3,1,2021.08.02 13:20,2021.08.07,2,2,3962,0
da,1688,186514,36309,36309,2,3,2021.08.02 13:24,2021.09.12,2,2,3826,901
se,4759,312322,37537,38225,2,1,2021.08.02 13:27,2021.09.12,2,2,2466,0
se,3472,181032,37805,38438,2,1,2021.08.02 13:27,2021.08.05,2,2,1029,1086
se,7426,302041,35780,38166,2,1,2021.08.02 13:28,2021.08.20,2,2,3865,385
se,2773,105176,36249,38235,2,1,2021.08.02 13:28,2021.08.07,2,2,1440,1037
da,1930,312323,35151,35151,4,1,2021.08.02 13:28,2021.08.11,6,4,4293,0
da,505,312324,36029,36609,3,1,2021.08.02 13:28,2021.08.12,2,2,4696,0
se,7427,312325,36657,36657,2,1,2021.08.02 13:31,2021.08.12,2,2,3799,1114
da,646,170333,37389,37969,2,2,2021.08.02 13:33,2021.08.11,2,2,644,561
no,7672,149297,37774,37774,2,1,2021.08.02 13:34,2021.08.22,2,2,1942,1031
da,884,200550,35385,38134,1,1,2021.08.02 13:39,2021.08.07,2,2,1990,672
da,1191,312326,38353,38362,2,1,2021.08.02 13:45,2021.08.10,2,2,3507,0
da,1374,194147,37641,37767,2,1,2021.08.02 13:45,2021.09.02,2,2,4789,1029
da,301,59803,36117,38434,3,1,2021.08.02 13:45,2021.08.18,2,2,3227,903
da,1377,66304,36205,37300,2,1,2021.08.02 13:46,2021.08.22,2,2,1389,901
da,1171,312327,35914,35914,2,1,2021.08.02 13:46,2021.08.13,2,2,2304,561
no,301,270522,36117,38434,2,1,2021.08.02 13:48,2021.08.28,8,8,3995,0
de,8246,312329,37476,37703,14,1,2021.08.02 13:50,2021.08.18,2,2,1433,0
da,509,239095,37983,37983,3,1,2021.08.02 13:50,2021.08.20,2,2,4884,145
da,2673,248430,37984,37984,2,1,2021.08.02 13:51,2021.08.04,2,2,2431,561
da,301,149953,36117,38434,2,1,2021.08.02 13:55,2021.08.06,2,2,4550,519
da,3840,13994,35770,36052,2,1,2021.08.02 13:55,2021.09.13,2,2,2550,0
da,1191,312331,38353,38362,2,1,2021.08.02 13:56,2021.08.12,4,4,1939,519
da,301,38942,36117,38434,2,1,2021.08.02 13:58,2021.08.16,2,2,2962,903
da,1191,64796,38353,38362,3,1,2021.08.02 13:59,2021.08.19,4,4,3776,561
da,3495,72661,36314,36314,2,1,2021.08.02 14:00,2021.09.17,5,4,1745,319
se,4759,187858,37537,38225,2,1,2021.08.02 14:01,2021.08.06,2,2,4743,891
da,646,235411,37389,37969,2,1,2021.08.02 14:01,2021.08.23,2,2,3333,0
de,1099,284761,36091,37441,4,1,2021.08.02 14:03,2021.08.16,2,2,3316,626
se,1232,312332,37493,38192,3,1,2021.08.02 14:05,2021.08.28,4,2,4654,0
de,6437,312333,34245,34245,3,1,2021.08.02 14:05,2021.08.09,2,2,2124,626
da,968,126539,38082,38100,2,1,2021.08.02 14:05,2021.08.06,2,2,4321,1029
da,1474,312334,38369,38397,2,1,2021.08.02 14:06,2021.08.14,2,2,4706,0
da,2995,312047,35558,37354,3,2,2021.08.02 14:07,2021.08.02,4,4,4562,319
se,8006,190065,38467,38467,2,1,2021.08.02 14:08,2021.08.06,2,2,1058,0
de,1072,312335,36113,38471,2,1,2021.08.02 14:09,2021.09.17,4,4,3161,1033
da,2995,312228,35558,37354,2,1,2021.08.02 14:11,2021.08.12,3,3,3889,1029
se,7427,312336,36657,36657,2,1,2021.08.02 14:15,2021.08.11,2,2,4516,720
da,1474,47496,38369,38397,2,1,2021.08.02 14:16,2021.08.20,2,2,3117,902
da,2655,234035,36856,36856,2,1,2021.08.02 14:16,2021.08.02,2,2,3169,519
da,6363,171953,36322,36322,3,2,2021.08.02 14:17,2021.08.04,3,2,2112,672
da,5880,312337,38057,38198,3,1,2021.08.02 14:17,2021.08.28,2,2,3258,1331
se,1429,210883,36048,38206,2,1,2021.08.02 14:21,2021.08.19,2,2,4602,904
no,1952,312338,37905,38077,2,1,2021.08.02 14:21,2021.08.06,2,2,716,0
no,4956,312339,37839,37839,3,1,2021.08.02 14:22,2021.08.12,4,4,4740,0
da,884,126617,35385,38134,3,1,2021.08.02 14:23,2021.08.22,4,4,2905,0
da,3824,312340,37364,37364,2,1,2021.08.02 14:24,2021.08.30,2,2,4157,561
da,537,193095,36682,38336,2,1,2021.08.02 14:26,2021.08.22,2,2,4522,903
se,1394,215763,36768,36768,2,1,2021.08.02 14:27,2021.08.20,2,2,2813,625
da,1388,159583,36278,36278,1,1,2021.08.02 14:32,2021.08.03,2,2,4843,519
da,1930,312341,35151,38485,2,1,2021.08.02 14:33,2021.08.27,2,2,3007,519
da,3354,177971,35727,35727,2,1,2021.08.02 14:33,2021.08.19,4,4,2950,672
da,4680,134654,36876,38127,2,1,2021.08.02 14:36,2021.08.05,1,1,3182,761
da,1717,312343,36025,37880,2,1,2021.08.02 14:39,2021.08.20,2,2,2427,0
da,2673,312344,37984,37984,2,1,2021.08.02 14:40,2021.08.07,2,2,2395,519
da,2673,50922,37984,37984,2,2,2021.08.02 14:41,2021.08.22,2,2,2774,0
se,1394,312345,38463,38464,2,1,2021.08.02 14:42,2021.08.07,5,4,2996,1037
da,1388,204183,36278,36278,3,3,2021.08.02 14:42,2021.08.26,4,4,3185,902
da,1072,312346,36704,38475,2,1,2021.08.02 14:43,2021.08.18,5,5,4568,561
da,1160,312347,35492,35492,7,1,2021.08.02 14:45,2021.08.04,2,2,4835,519
de,2793,312348,33889,33894,2,1,2021.08.02 14:46,2021.09.19,2,2,901,1258
da,2655,312349,36856,36856,2,1,2021.08.02 14:47,2021.08.03,2,2,4508,1313
da,314,302285,37043,37043,1,1,2021.08.02 14:51,2021.09.07,4,4,1045,1029
de,3508,163223,35900,35900,2,3,2021.08.02 14:51,2021.09.05,2,2,892,1033
da,1222,133906,33874,35927,3,2,2021.08.02 14:51,2021.08.23,2,2,2500,561
da,1769,264993,37205,37962,2,1,2021.08.02 14:55,2021.08.18,3,3,3458,519
da,1071,312171,38356,38356,3,2,2021.08.02 14:57,2021.08.23,2,2,4717,519
se,8006,312352,38467,38467,2,1,2021.08.02 14:57,2021.08.05,2,2,3243,1037
da,2582,251246,36952,37267,2,1,2021.08.02 14:59,2021.08.08,2,2,837,519
da,325,80708,36851,37052,2,2,2021.08.02 15:04,2021.08.26,2,2,2248,902
da,303,27661,37387,37387,2,1,2021.08.02 15:04,2021.09.14,2,2,3796,519
da,5588,132484,36695,37932,3,1,2021.08.02 15:11,2021.08.18,2,2,1060,902
se,6828,270627,35626,35885,2,1,2021.08.02 15:11,2021.08.08,2,2,3525,625
de,1374,312353,36259,36259,2,1,2021.08.02 15:15,2021.08.29,2,2,3706,1033
da,3368,289611,36702,36702,6,1,2021.08.02 15:15,2021.08.26,2,2,2443,561
da,1627,312354,35879,35879,2,1,2021.08.02 15:16,2021.08.06,2,2,4488,561
no,7672,311994,37774,37774,2,2,2021.08.02 15:17,2021.08.09,3,2,4100,914
de,1072,263885,36774,38479,4,1,2021.08.02 15:18,2021.08.09,2,2,2439,1033
se,6945,227012,36805,36805,4,1,2021.08.02 15:22,2021.08.12,2,2,4694,625
da,3821,309822,36675,38018,3,3,2021.08.02 15:23,2021.08.11,2,2,3414,0
da,1071,24589,38356,38356,2,1,2021.08.02 15:24,2021.08.25,2,2,4531,672
da,648,312355,37391,38414,2,1,2021.08.02 15:24,2021.08.20,2,2,993,561
se,610,174323,38046,38170,3,1,2021.08.02 15:24,2021.08.05,2,2,4284,0
se,610,312356,37133,38172,4,1,2021.08.02 15:26,2021.08.02,2,2,2942,1086
da,5957,170608,36143,37847,6,4,2021.08.02 15:27,2021.08.11,2,2,3595,519
da,2673,312001,37984,37984,2,2,2021.08.02 15:31,2021.08.22,2,2,3601,561
da,647,476,37388,37388,2,1,2021.08.02 15:32,2021.08.22,4,4,2442,561
da,1474,312358,38401,38401,2,1,2021.08.02 15:32,2021.08.05,1,1,2943,519
da,5788,247647,25296,25296,3,1,2021.08.02 15:34,2021.09.26,2,2,1924,0
de,6139,248544,37405,37461,2,1,2021.08.02 15:37,2021.09.10,5,4,4060,626
da,2995,42825,35558,37354,2,1,2021.08.02 15:37,2021.08.09,2,2,3051,902
no,2921,312359,36151,36151,2,1,2021.08.02 15:40,2021.08.01,4,4,3743,1030
de,634,287312,34336,34336,2,1,2021.08.02 15:40,2021.10.09,2,2,1303,911
da,884,53024,35385,38134,4,2,2021.08.02 15:40,2021.08.23,2,2,4843,561
da,648,217046,37391,38414,2,1,2021.08.02 15:40,2021.08.10,2,2,2809,561
da,6206,312346,36567,36567,2,1,2021.08.02 15:43,2021.08.23,5,5,4731,561
da,1474,312360,38401,38401,4,1,2021.08.02 15:45,2021.08.11,2,2,4434,0
da,3260,310661,35892,35985,2,3,2021.08.02 15:47,2021.08.14,2,2,4961,0
da,2995,257292,35558,37354,2,1,2021.08.02 15:48,2021.08.28,2,2,2170,672
da,1413,270675,36812,38477,4,2,2021.08.02 15:49,2021.08.12,4,4,1382,0
da,3512,312362,37547,37927,3,1,2021.08.02 15:51,2021.08.02,3,2,4432,0
da,1805,312363,38084,38084,2,1,2021.08.02 15:51,2021.08.28,2,2,2259,0
da,355,245254,37102,37102,2,1,2021.08.02 15:52,2021.08.18,2,2,1618,903
da,3656,4282,36862,37316,2,5,2021.08.02 15:53,2021.08.07,2,2,3104,902
de,4260,175615,35148,35148,2,2,2021.08.02 15:53,2021.10.20,2,2,2507,0
se,8006,14137,38467,38467,2,1,2021.08.02 15:57,2021.08.04,2,2,2054,904
da,6088,98914,36698,36698,3,2,2021.08.02 15:59,2021.08.13,2,2,2999,561
de,6139,306559,37405,37461,3,1,2021.08.02 16:00,2021.08.12,2,2,3961,436
da,1140,312366,37494,37698,3,1,2021.08.02 16:00,2021.08.02,4,4,1777,561
se,1215,181020,36307,36307,2,1,2021.08.02 16:01,2021.08.04,2,2,1437,1037
da,1140,156722,37494,37698,2,1,2021.08.02 16:03,2021.08.02,2,2,4764,672
no,3874,78055,36717,36717,3,1,2021.08.02 16:03,2021.08.27,16,10,4387,908
da,3226,312367,36332,37924,2,1,2021.08.02 16:04,2021.08.09,2,2,1305,319
